demand,expired_items,stock,in_transit,lost_sales,satisfied_demand,orders,reward,reward_std,config_details,avg_reward,std_reward,time
3.0249999999999995,0.0,3.13,4.709999999999999,0.19999999999999998,2.245,2.94,-0.027750000000000007,0.0,m_4_L_2_p_0_c_0_h_1_b_10_w_2_mean_demand_3_coef_of_var_0.3_s_7_Q_3,-0.27749999999999997,0.1582047723679662,12.787732362747192
2.96,0.0,3.1950000000000003,4.709999999999999,0.13000000000000003,2.21,2.925,-0.021400000000000002,0.0,m_4_L_2_p_0_c_0_h_1_b_10_w_2_mean_demand_3_coef_of_var_0.3_s_7_Q_3,-0.21400000000000002,0.1306675170040359,10.079120397567749
