demand,expired_items,stock,in_transit,lost_sales,satisfied_demand,orders,reward,reward_std,config_details,avg_reward,std_reward
3.0249999999999995,0.01,3.97,4.59,0.31999999999999995,2.1050000000000004,2.54,-0.04905000000000001,0.0,m_4_L_2_p_0_c_0_h_1_b_10_w_2_mean_demand_3_coef_of_var_0.3,-0.49050000000000005,0.16689742358706441
