demand,expired_items,stock,in_transit,lost_sales,satisfied_demand,orders,reward,rewards_std,config_details,avg_reward,std_reward
2.9850000000000003,0.0,3.4550000000000005,5.700000000000001,0.09999999999999999,2.26,3.0,-0.017550000000000003,0.017587624225126636,m_4_L_2_p_0_c_0_h_1_b_10_w_2_mean_demand_3_coef_of_var_0.3,-0.1755,0.07419400245302853
