demand,expired_items,stock,in_transit,lost_sales,satisfied_demand,orders,reward,reward_std,config_details,avg_reward,std_reward,time
2.95,0.02,4.165,4.579999999999999,0.37,2.0149999999999997,2.51,-0.05635,0.0,m_4_L_2_p_0_c_0_h_1_b_10_w_2_mean_demand_3_coef_of_var_0.3_s_7_Q_4,-0.5635000000000001,0.2173309688010432,378.4016330242157
