Configuration,holding_cost,lost_sales_cost,expired_stock_cost,ordering_cost,Satisfied demand,average_reward,stdv_reward,best_base_stock,action,time
2.3999999999999995,0.0,6.0,5.400000000000001,0.29999999999999993,2.1000000000000005,3.0,0.0,0.0,m_4_L_2_p_0_c_0_h_1_b_10_w_2_mean_demand_3_coef_of_var_1e-11_base_stock_level_9,-0.6599999999999999,0.0
2.3999999999999995,0.29999999999999993,7.5,7.199999999999998,0.29999999999999993,2.1000000000000005,3.599999999999999,0.0,0.0,m_4_L_2_p_0_c_0_h_1_b_10_w_2_mean_demand_3_coef_of_var_1e-11_base_stock_level_nan,-0.7799999999999999,1.1102230246251565e-16
2.3999999999999995,0.0,0.0,0.0,2.3999999999999995,0.0,0.0,0.0,0.0,m_4_L_2_p_0_c_0_h_1_b_10_w_2_mean_demand_3_coef_of_var_1e-11_base_stock_level_nan,-2.3999999999999995,4.440892098500626e-16
2.3999999999999995,0.29999999999999993,7.5,7.199999999999998,0.29999999999999993,2.1000000000000005,3.599999999999999,0.0,0.0,m_4_L_2_p_0_c_0_h_1_b_10_w_2_mean_demand_3_coef_of_var_1e-11_base_stock_level_9,-0.7799999999999999,1.1102230246251565e-16
2.3999999999999995,0.29999999999999993,7.5,7.199999999999998,0.29999999999999993,2.1000000000000005,3.599999999999999,0.0,0.0,m_4_L_2_p_0_c_0_h_1_b_10_w_2_mean_demand_3_coef_of_var_1e-11_base_stock_level_9,-0.7799999999999999,1.1102230246251565e-16
