demand,expired_items,stock,in_transit,lost_sales,satisfied_demand,orders,reward,reward_std,config_details,avg_reward,std_reward,time
2.9550000000000005,0.0,3.335,4.6499999999999995,0.15500000000000005,2.1899999999999995,2.9099999999999997,-0.0256,0.0,m_4_L_2_p_0_c_0_h_1_b_10_w_2_mean_demand_3_coef_of_var_0.3_s_8_Q_4,-0.25600000000000006,0.15554420593516174,13.088881969451904
